playerID,yearID,stint,teamID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
ramirer02,2012,1,SEA,AL,P,16,8,177,3,9,0,0,,,,,
ramirha01,2012,1,MIA,NL,3B,90,89,2371,66,122,9,20,,,,,
ramirha01,2012,2,LAN,NL,3B,8,8,210,3,15,0,0,,,,,
ramirha01,2012,2,LAN,NL,SS,57,56,1510,72,150,6,35,,,,,
ramirra02,2012,1,NYN,NL,P,58,0,191,3,6,0,0,,,,,
ramosaj01,2012,1,MIA,NL,P,11,0,28,0,1,0,0,,,,,
ramosce01,2012,1,TBA,AL,P,17,1,90,5,4,0,1,,,,,
ramoswi01,2012,1,WAS,NL,C,24,24,650,189,14,1,1,2,,19,4,
ransoco01,2012,1,ARI,NL,3B,13,13,318,7,22,2,4,,,,,
ransoco01,2012,1,ARI,NL,SS,2,0,18,1,6,0,2,,,,,
ransoco01,2012,2,MIL,NL,1B,1,0,5,1,0,0,0,,,,,
ransoco01,2012,2,MIL,NL,2B,6,2,76,7,14,0,4,,,,,
ransoco01,2012,2,MIL,NL,3B,17,9,291,4,29,2,3,,,,,
ransoco01,2012,2,MIL,NL,SS,41,33,866,43,84,2,20,,,,,
ransoco01,2012,3,ARI,NL,3B,5,4,105,1,7,2,1,,,,,
ransoco01,2012,3,ARI,NL,SS,5,4,104,7,8,0,2,,,,,
rapadcl01,2012,1,NYA,AL,P,70,0,115,0,8,3,1,,,,,
rasmuco01,2012,1,TOR,AL,OF,145,138,3712,304,7,6,1,,,,,
rauchjo01,2012,1,NYN,NL,P,73,0,173,2,7,0,0,,,,,
reckean01,2012,1,OAK,AL,C,12,9,248,57,4,0,2,2,,7,5,
reckean01,2012,2,CHN,NL,1B,1,1,27,7,0,0,2,,,,,
reckean01,2012,2,CHN,NL,C,5,3,87,27,4,1,1,0,,0,2,
reddijo01,2012,1,OAK,AL,OF,144,141,3838,310,15,6,3,,,,,
redmoto01,2012,1,CIN,NL,P,1,1,10,0,1,1,0,,,,,
reedad01,2012,1,CHA,AL,P,62,0,165,5,4,0,2,,,,,
reimono01,2012,1,BAL,AL,OF,15,14,378,26,0,3,0,,,,,
repkoja01,2012,1,BOS,AL,OF,4,4,96,12,0,0,0,,,,,
resopch01,2012,1,PIT,NL,P,61,0,221,7,10,3,1,,,,,
reverbe01,2012,1,MIN,AL,OF,121,118,3184,274,8,0,3,,,,,
reyesjo01,2012,1,MIA,NL,SS,160,160,4232,226,419,18,105,,,,,
reynoma01,2012,1,BAL,AL,1B,108,105,2871,926,40,5,84,,,,,
reynoma01,2012,1,BAL,AL,3B,15,15,426,10,24,6,5,,,,,
reynoma02,2012,1,COL,NL,P,71,0,172,5,11,2,1,,,,,
rhymewi01,2012,1,TBA,AL,2B,31,22,642,40,83,5,27,,,,,
rhymewi01,2012,1,TBA,AL,3B,15,13,255,3,21,3,1,,,,,
richacl01,2012,1,SDN,NL,P,33,33,656,17,42,6,1,,,,,
richaga01,2012,1,LAA,AL,P,30,9,213,1,5,1,0,,,,,
richmsc01,2012,1,TOR,AL,P,3,0,9,0,0,1,0,,,,,
riosal01,2012,1,CHA,AL,OF,156,156,4107,333,9,7,2,,,,,
riverju01,2012,1,LAN,NL,1B,54,39,981,301,19,5,20,,,,,
riverju01,2012,1,LAN,NL,OF,46,35,903,52,3,0,0,,,,,
riverma01,2012,1,NYA,AL,P,9,0,25,1,2,0,0,,,,,
rizzoan01,2012,1,CHN,NL,1B,85,85,2192,685,46,4,76,,,,,
roberbr01,2012,1,BAL,AL,2B,17,17,447,30,48,1,9,,,,,
roberda08,2012,1,NYA,AL,P,65,0,182,4,1,0,0,,,,,
roberry01,2012,1,ARI,NL,2B,8,6,156,14,18,0,8,,,,,
roberry01,2012,1,ARI,NL,3B,60,57,1507,37,118,7,8,,,,,
roberry01,2012,1,ARI,NL,OF,1,0,6,1,0,0,0,,,,,
roberry01,2012,2,TBA,AL,2B,46,40,1069,76,117,0,26,,,,,
roberry01,2012,2,TBA,AL,3B,18,11,346,3,30,2,0,,,,,
roberty01,2012,1,MIN,AL,P,40,0,75,1,5,1,0,,,,,
robinsh01,2012,1,SLN,NL,OF,60,29,914,74,3,2,1,,,,,
robintr01,2012,1,SEA,AL,OF,46,39,1102,100,0,2,0,,,,,
rodnefe01,2012,1,TBA,AL,P,76,0,224,13,13,0,1,,,,,
rodrial01,2012,1,NYA,AL,3B,81,81,2128,57,119,8,13,,,,,
rodrian01,2012,1,HOU,NL,P,1,1,18,0,0,0,0,,,,,
rodried04,2012,1,SDN,NL,C,2,2,51,20,1,0,0,0,,3,0,
rodrife02,2012,1,HOU,NL,P,71,0,211,3,5,2,0,,,,,
rodrifr03,2012,1,MIL,NL,P,78,0,216,3,2,0,0,,,,,
rodrihe03,2012,1,WAS,NL,P,35,0,88,0,3,1,0,,,,,
rodrihe04,2012,1,CIN,NL,2B,2,1,29,5,5,0,2,,,,,
rodrise01,2012,1,TBA,AL,2B,37,17,534,40,63,0,15,,,,,
rodrise01,2012,1,TBA,AL,3B,49,27,855,23,70,11,8,,,,,
rodrise01,2012,1,TBA,AL,SS,47,42,1014,50,115,7,18,,,,,
rodrist02,2012,1,LAN,NL,P,11,0,20,3,0,0,0,,,,,
rodriwa01,2012,1,HOU,NL,P,21,21,392,2,18,2,0,,,,,
rodriwa01,2012,2,PIT,NL,P,13,12,225,5,6,1,1,,,,,
roenijo01,2012,1,COL,NL,P,63,0,266,3,20,1,0,,,,,
rogeres01,2012,1,COL,NL,P,23,0,77,0,3,1,0,,,,,
rogeres01,2012,2,CLE,AL,P,44,0,159,9,5,0,1,,,,,
rogerma01,2012,1,MIL,NL,P,7,7,117,4,6,0,1,,,,,
rolensc01,2012,1,CIN,NL,3B,87,81,2158,45,139,10,6,,,,,
rolliji01,2012,1,PHI,NL,SS,156,152,4092,204,377,13,74,,,,,
romerjc01,2012,1,SLN,NL,P,11,0,24,2,3,0,0,,,,,
romerjc01,2012,2,BAL,AL,P,5,0,12,0,1,1,0,,,,,
romerri01,2012,1,TOR,AL,P,32,32,543,5,34,2,2,,,,,
rominan01,2012,1,LAA,AL,2B,1,0,3,0,0,0,0,,,,,
rominan01,2012,1,LAA,AL,3B,1,0,6,0,0,1,0,,,,,
rominan01,2012,1,LAA,AL,SS,8,4,130,9,20,1,6,,,,,
romose01,2012,1,SFN,NL,P,69,0,166,1,5,0,0,,,,,
rosalad01,2012,1,OAK,AL,1B,7,3,99,26,7,0,1,,,,,
rosalad01,2012,1,OAK,AL,2B,21,18,453,46,41,0,14,,,,,
rosalad01,2012,1,OAK,AL,3B,3,1,48,2,4,0,0,,,,,
rosalad01,2012,1,OAK,AL,SS,11,9,249,14,27,0,3,,,,,
rosarsa02,2012,1,MIA,NL,P,4,0,9,0,0,0,0,,,,,
rosarwi01,2012,1,COL,NL,1B,1,1,24,8,0,1,1,,,,,
rosarwi01,2012,1,COL,NL,3B,3,0,14,0,1,1,0,,,,,
rosarwi01,2012,1,COL,NL,C,105,100,2634,694,78,13,5,21,,64,30,
rosenbj01,2012,1,PHI,NL,P,22,1,75,3,2,0,0,,,,,
rosentr01,2012,1,SLN,NL,P,19,0,68,1,1,0,0,,,,,
rossco01,2012,1,BOS,AL,OF,116,112,2916,198,9,1,2,,,,,
rossda01,2012,1,ATL,NL,C,54,47,1265,366,27,2,4,4,,19,15,
rossro01,2012,1,TEX,AL,P,58,0,195,4,12,0,3,,,,,
rossty01,2012,1,OAK,AL,P,18,13,220,8,16,0,1,,,,,
rottivi01,2012,1,NYN,NL,1B,7,5,120,36,2,0,6,,,,,
rottivi01,2012,1,NYN,NL,3B,2,0,21,0,1,0,0,,,,,
rottivi01,2012,1,NYN,NL,OF,8,3,80,6,0,0,0,,,,,
rottivi01,2012,2,CLE,AL,C,2,0,12,5,0,0,0,0,,0,0,
rottivi01,2012,2,CLE,AL,OF,12,7,212,14,1,0,0,,,,,
rufda01,2012,1,PHI,NL,1B,3,3,78,16,0,0,0,,,,,
rufda01,2012,1,PHI,NL,OF,6,6,138,5,0,0,0,,,,,
ruggiju01,2012,1,MIA,NL,OF,85,74,1987,180,3,3,0,,,,,
ruizca01,2012,1,PHI,NL,C,106,95,2569,856,73,6,8,5,,64,33,
runzlda01,2012,1,SFN,NL,P,6,0,11,0,0,0,0,,,,,
rusinch01,2012,1,CHN,NL,P,7,7,89,1,6,0,0,,,,,
russeja02,2012,1,CHN,NL,P,77,0,208,1,9,0,0,,,,,
rutlejo01,2012,1,COL,NL,2B,7,7,194,15,18,0,4,,,,,
rutlejo01,2012,1,COL,NL,SS,57,56,1449,83,157,11,33,,,,,
ryanbr01,2012,1,SEA,AL,SS,138,134,3512,196,396,9,104,,,,,
rzepcma01,2012,1,SLN,NL,P,70,0,140,2,10,0,1,,,,,
sabatcc01,2012,1,NYA,AL,P,28,28,600,1,27,0,0,,,,,
saitota01,2012,1,ARI,NL,P,16,0,36,1,0,0,0,,,,,
salasfe01,2012,1,SLN,NL,P,65,0,176,3,9,0,0,,,,,
salech01,2012,1,CHA,AL,P,30,29,576,8,25,1,1,,,,,
saltaja01,2012,1,BOS,AL,1B,1,0,6,1,0,0,0,,,,,
saltaja01,2012,1,BOS,AL,C,104,95,2556,715,41,7,3,6,,80,18,
samarje01,2012,1,CHN,NL,P,28,28,524,13,25,2,1,,,,,
sanchan01,2012,1,MIA,NL,P,19,19,363,10,13,1,3,,,,,
sanchan01,2012,2,DET,AL,P,12,12,224,6,13,1,1,,,,,
sanchbr01,2012,1,PHI,NL,P,6,0,19,0,0,0,0,,,,,
sanched01,2012,1,SLN,NL,P,17,0,45,1,0,0,0,,,,,
sanchga01,2012,1,MIA,NL,1B,54,51,1336,442,47,2,45,,,,,
sanchga01,2012,2,PIT,NL,1B,41,26,756,253,24,1,13,,,,,
sanchhe01,2012,1,SFN,NL,C,56,48,1323,350,26,7,4,3,,40,12,
sanchjo01,2012,1,KCA,AL,P,12,12,160,1,5,4,0,,,,,
sanchjo01,2012,2,COL,NL,P,3,3,34,1,3,0,0,,,,,
sandopa01,2012,1,SFN,NL,1B,3,2,36,10,1,0,1,,,,,
sandopa01,2012,1,SFN,NL,3B,102,101,2526,63,207,13,13,,,,,
sandsje01,2012,1,LAN,NL,1B,1,1,24,9,1,0,1,,,,,
sandsje01,2012,1,LAN,NL,OF,7,5,123,8,0,0,0,,,,,
santaca01,2012,1,CLE,AL,1B,21,20,488,160,13,2,21,,,,,
santaca01,2012,1,CLE,AL,C,100,95,2554,628,65,7,3,10,,70,25,
santaca01,2012,1,CLE,AL,OF,1,0,12,2,0,0,0,,,,,
santaer01,2012,1,LAA,AL,P,30,30,534,17,16,1,1,,,,,
santajo01,2012,1,NYN,NL,P,21,21,351,7,16,0,2,,,,,
santihe01,2012,1,CHA,AL,P,42,4,211,4,8,0,2,,,,,
santira01,2012,1,DET,AL,2B,71,45,1320,75,149,1,32,,,,,
santira01,2012,1,DET,AL,3B,6,2,86,0,5,1,0,,,,,
santira01,2012,1,DET,AL,SS,20,15,417,13,34,4,4,,,,,
santoom01,2012,1,DET,AL,C,3,3,81,21,0,2,0,2,,7,0,
santose01,2012,1,TOR,AL,P,6,0,15,0,2,0,0,,,,,
sappeda01,2012,1,CHN,NL,OF,21,16,451,37,2,0,1,,,,,
saundjo01,2012,1,ARI,NL,P,21,21,390,11,17,1,1,,,,,
saundjo01,2012,2,BAL,AL,P,7,7,134,1,6,0,1,,,,,
saundmi01,2012,1,SEA,AL,OF,136,133,3565,315,4,4,1,,,,,
saverjo01,2012,1,PHI,NL,P,19,0,75,1,7,1,0,,,,,
scahiro01,2012,1,COL,NL,P,6,0,26,0,1,0,0,,,,,
schafjo02,2012,1,HOU,NL,OF,87,82,2078,178,4,2,1,,,,,
schaflo01,2012,1,MIL,NL,OF,9,3,116,17,0,0,0,,,,,
schepta01,2012,1,TEX,AL,P,39,0,97,2,5,0,2,,,,,
scherma01,2012,1,DET,AL,P,32,32,563,8,13,1,0,,,,,
schiena01,2012,1,SFN,NL,OF,52,37,1101,79,0,1,0,,,,,
schiena01,2012,2,PHI,NL,OF,33,15,499,30,0,0,0,,,,,
schleda01,2012,1,DET,AL,P,6,0,21,0,0,0,0,,,,,
schmiko01,2012,1,ARI,NL,C,2,1,39,11,3,0,0,1,,0,0,
schnebr01,2012,1,PHI,NL,C,29,26,686,197,21,0,2,1,,17,8,
schumsk01,2012,1,SLN,NL,2B,61,51,1319,101,143,4,35,,,,,
schumsk01,2012,1,SLN,NL,OF,24,17,407,36,1,0,0,,,,,
schwich01,2012,1,NYN,NL,P,3,2,26,2,2,1,0,,,,,
schwimi01,2012,1,PHI,NL,P,35,0,103,1,4,0,0,,,,,
scottlu01,2012,1,TBA,AL,1B,6,6,123,28,2,0,3,,,,,
scribev01,2012,1,OAK,AL,P,30,0,106,0,2,0,0,,,,,
scutama01,2012,1,COL,NL,2B,72,65,1729,139,205,6,45,,,,,
scutama01,2012,1,COL,NL,SS,27,25,648,40,89,3,17,,,,,
scutama01,2012,2,SFN,NL,2B,46,44,1138,91,96,2,27,,,,,
scutama01,2012,2,SFN,NL,3B,15,15,393,14,36,2,3,,,,,
seageky01,2012,1,SEA,AL,2B,18,14,422,40,52,0,17,,,,,
seageky01,2012,1,SEA,AL,3B,138,137,3626,99,226,13,20,,,,,
seddoch01,2012,1,CLE,AL,P,17,2,103,2,1,1,0,,,,,
segurje01,2012,1,LAA,AL,SS,1,1,27,1,5,0,0,,,,,
segurje01,2012,2,MIL,NL,SS,43,43,1140,64,91,10,20,,,,,
selleju01,2012,1,LAN,NL,2B,3,1,24,1,1,0,0,,,,,
selleju01,2012,1,LAN,NL,3B,7,2,81,2,5,0,2,,,,,
selleju01,2012,1,LAN,NL,SS,9,9,221,17,22,1,4,,,,,
septile01,2012,1,CHA,AL,P,21,0,43,0,1,1,0,,,,,
shawbr01,2012,1,ARI,NL,P,64,0,178,2,9,1,1,,,,,
sheetbe01,2012,1,ATL,NL,P,9,9,148,5,6,0,0,,,,,
sherrge01,2012,1,SEA,AL,P,2,0,4,0,0,0,0,,,,,
shielja02,2012,1,TBA,AL,P,33,33,683,16,21,5,0,,,,,
shoppke01,2012,1,BOS,AL,C,46,42,1110,294,18,4,0,4,,19,10,
shoppke01,2012,2,NYN,NL,C,27,22,588,160,11,6,3,4,,13,6,
sierrmo01,2012,1,TOR,AL,OF,39,35,948,67,3,0,0,,,,,
simmoan01,2012,1,ATL,NL,SS,49,49,1278,67,158,3,31,,,,,
simonal01,2012,1,CIN,NL,P,36,0,183,6,6,1,0,,,,,
sippto01,2012,1,CLE,AL,P,63,0,165,5,8,0,0,,,,,
skaggty01,2012,1,ARI,NL,P,6,6,88,0,8,0,0,,,,,
slatedo01,2012,1,PIT,NL,P,10,0,39,0,1,0,0,,,,,
smithjo05,2012,1,CLE,AL,P,72,0,201,1,15,1,1,,,,,
smithse01,2012,1,OAK,AL,OF,66,58,1545,115,3,2,0,,,,,
smithwi04,2012,1,KCA,AL,P,16,16,269,2,8,0,1,,,,,
smoakju01,2012,1,SEA,AL,1B,131,129,3467,1094,70,4,119,,,,,
smylydr01,2012,1,DET,AL,P,23,18,298,3,12,3,1,,,,,
snidetr01,2012,1,TOR,AL,OF,10,10,261,19,0,1,0,,,,,
snidetr01,2012,2,PIT,NL,OF,36,31,784,65,1,0,1,,,,,
snydebr03,2012,1,TEX,AL,1B,11,8,225,67,6,0,5,,,,,
snydebr03,2012,1,TEX,AL,3B,7,1,54,0,1,0,0,,,,,
snydebr03,2012,1,TEX,AL,C,1,0,3,1,0,0,0,0,,0,0,
snydebr03,2012,1,TEX,AL,OF,10,4,111,10,0,0,0,,,,,
snydech02,2012,1,HOU,NL,1B,1,0,3,0,0,1,0,,,,,
snydech02,2012,1,HOU,NL,C,72,67,1773,498,39,3,5,3,,60,17,
socolmi01,2012,1,BAL,AL,P,6,0,31,0,2,0,0,,,,,
socolmi01,2012,2,CHN,NL,P,6,0,18,0,1,0,0,,,,,
sogarer01,2012,1,OAK,AL,2B,6,5,148,10,17,0,4,,,,,
sogarer01,2012,1,OAK,AL,3B,14,12,348,11,24,2,2,,,,,
sogarer01,2012,1,OAK,AL,SS,15,8,267,14,34,0,6,,,,,
solando01,2012,1,MIA,NL,2B,58,56,1466,88,166,2,28,,,,,
solando01,2012,1,MIA,NL,3B,10,8,222,5,13,2,2,,,,,
solando01,2012,1,MIA,NL,OF,10,8,189,13,0,0,0,,,,,
solando01,2012,1,MIA,NL,SS,5,0,27,1,5,0,2,,,,,
solanjh01,2012,1,WAS,NL,C,11,10,265,55,10,0,2,2,,5,3,
solisal01,2012,1,SDN,NL,C,2,0,12,8,0,1,0,0,,2,0,
soriaal01,2012,1,CHN,NL,OF,145,143,3549,253,12,1,6,,,,,
soriara01,2012,1,NYA,AL,P,69,0,203,1,4,1,0,,,,,
sotoge01,2012,1,CHN,NL,C,52,51,1334,356,25,7,2,1,,37,14,
sotoge01,2012,2,TEX,AL,C,44,41,1086,358,12,1,1,1,,28,7,
spande01,2012,1,MIN,AL,OF,125,122,3220,339,6,4,3,,,,,
spearna01,2012,1,BOS,AL,2B,1,0,3,0,1,0,0,,,,,
spearna01,2012,1,BOS,AL,3B,1,0,15,1,1,0,0,,,,,
spearna01,2012,1,BOS,AL,OF,2,0,12,0,0,0,0,,,,,
spencjo01,2012,1,SDN,NL,P,11,0,31,1,5,0,0,,,,,
stammcr01,2012,1,WAS,NL,P,59,0,265,5,8,1,0,,,,,
stantmi03,2012,1,MIA,NL,OF,117,116,3103,257,6,7,1,,,,,
staufti01,2012,1,SDN,NL,P,1,1,15,1,0,0,0,,,,,
stewach01,2012,1,NYA,AL,C,54,46,1186,379,25,4,3,8,,27,8,
stewaia01,2012,1,CHN,NL,3B,52,49,1310,21,86,5,4,,,,,
stewaza01,2012,1,CHA,AL,P,18,1,90,0,1,1,0,,,,,
stewaza01,2012,2,BOS,AL,P,2,2,17,2,1,0,0,,,,,
stinsjo01,2012,1,MIL,NL,P,6,1,28,0,0,0,0,,,,,
storedr01,2012,1,WAS,NL,P,37,0,91,1,2,0,0,,,,,
storemi01,2012,1,HOU,NL,P,26,0,91,1,2,1,0,,,,,
straida01,2012,1,OAK,AL,P,7,7,118,1,1,0,0,,,,,
strasst01,2012,1,WAS,NL,P,28,28,478,15,13,0,0,,,,,
streehu01,2012,1,SDN,NL,P,40,0,117,4,7,0,0,,,,,
stroppe01,2012,1,BAL,AL,P,70,0,199,6,12,0,1,,,,,
stubbdr01,2012,1,CIN,NL,OF,135,123,3322,272,5,5,1,,,,,
stulter01,2012,1,CHA,AL,P,2,1,20,0,0,0,0,,,,,
stulter01,2012,2,SDN,NL,P,18,14,277,3,16,0,1,,,,,
stutemi01,2012,1,PHI,NL,P,6,0,17,0,0,0,0,,,,,
suppaje01,2012,1,SDN,NL,P,6,6,92,5,7,0,1,,,,,
suttodr01,2012,1,TBA,AL,1B,3,1,33,8,0,0,1,,,,,
suttodr01,2012,1,TBA,AL,2B,6,2,71,3,5,0,1,,,,,
suttodr01,2012,1,TBA,AL,3B,11,9,247,7,22,3,0,,,,,
suttodr01,2012,2,PIT,NL,2B,2,0,6,3,1,0,1,,,,,
suttodr01,2012,2,PIT,NL,OF,19,16,380,26,0,2,0,,,,,
suzukic01,2012,1,SEA,AL,OF,93,93,2508,198,3,1,0,,,,,
suzukic01,2012,2,NYA,AL,OF,63,55,1531,101,2,0,0,,,,,
suzukku01,2012,1,OAK,AL,C,75,72,1949,491,37,2,4,4,,37,23,
suzukku01,2012,2,WAS,NL,C,42,41,1093,324,24,3,3,2,,28,5,
swarzan01,2012,1,MIN,AL,P,44,5,290,6,9,0,1,,,,,
sweenry01,2012,1,BOS,AL,OF,61,50,1402,111,3,2,2,,,,,
swishni01,2012,1,NYA,AL,1B,41,27,777,255,18,3,23,,,,,
swishni01,2012,1,NYA,AL,OF,109,107,2723,214,4,3,0,,,,,
tabatjo01,2012,1,PIT,NL,OF,96,79,2209,166,6,3,0,,,,,
takahhi01,2012,1,LAA,AL,P,42,0,126,4,4,0,0,,,,,
takahhi01,2012,2,PIT,NL,P,9,0,25,0,0,0,0,,,,,
tateyyo01,2012,1,TEX,AL,P,14,0,51,2,0,0,0,,,,,
tayloan01,2012,1,LAA,AL,P,3,0,7,0,0,0,0,,,,,
taylomi01,2012,1,OAK,AL,OF,6,5,141,14,0,0,0,,,,,
tazawju01,2012,1,BOS,AL,P,37,0,132,2,4,0,0,,,,,
teafoev01,2012,1,KCA,AL,P,18,5,184,1,8,0,2,,,,,
teagata01,2012,1,BAL,AL,C,21,15,456,110,7,0,0,1,,6,2,
teherju01,2012,1,ATL,NL,P,2,1,19,1,1,0,0,,,,,
teixema01,2012,1,NYA,AL,1B,119,117,3096,985,69,1,91,,,,,
tejadru01,2012,1,NYN,NL,SS,112,110,2894,164,280,12,72,,,,,
tekotbl01,2012,1,SDN,NL,OF,4,2,63,3,0,0,0,,,,,
thameer01,2012,1,TOR,AL,OF,43,38,998,72,0,1,0,,,,,
thameer01,2012,2,SEA,AL,OF,36,32,862,73,1,2,0,,,,,
thatcjo01,2012,1,SDN,NL,P,55,0,95,0,3,0,0,,,,,
thayeda01,2012,1,SDN,NL,P,64,0,173,1,3,0,0,,,,,
theriry01,2012,1,SFN,NL,2B,91,81,2208,152,202,9,53,,,,,
theriry01,2012,1,SFN,NL,OF,2,0,12,1,0,0,0,,,,,
tholejo01,2012,1,NYN,NL,C,100,90,2395,690,50,6,3,18,,57,17,
thomacl02,2012,1,DET,AL,OF,3,0,9,0,0,0,0,,,,,
thomacl02,2012,2,MIN,AL,OF,11,7,204,19,1,0,0,,,,,
thomaju01,2012,1,BOS,AL,P,7,0,14,0,0,0,0,,,,,
thomaju01,2012,2,NYA,AL,P,4,0,9,0,0,0,0,,,,,
thomeji01,2012,1,PHI,NL,1B,4,4,81,35,2,1,4,,,,,
thompri02,2012,1,TBA,AL,OF,12,4,171,8,0,0,0,,,,,
thompri03,2012,1,LAA,AL,P,2,0,7,0,0,0,0,,,,,
thompri03,2012,2,OAK,AL,P,1,0,2,0,0,0,0,,,,,
thornma01,2012,1,CHA,AL,P,74,0,195,2,14,0,2,,,,,
thornty01,2012,1,MIL,NL,P,8,3,66,1,5,0,1,,,,,
tillmch01,2012,1,BAL,AL,P,15,15,258,2,7,1,0,,,,,
tollesh01,2012,1,LAN,NL,P,40,0,113,1,3,0,0,,,,,
tollest01,2012,1,BAL,AL,2B,4,2,57,7,6,0,2,,,,,
tollest01,2012,1,BAL,AL,3B,12,11,282,2,27,4,0,,,,,
tollest01,2012,1,BAL,AL,OF,7,6,150,11,0,0,0,,,,,
tollest01,2012,1,BAL,AL,SS,3,0,9,1,1,0,1,,,,,
tomlijo01,2012,1,CLE,AL,P,21,16,310,14,8,0,1,,,,,
torrean02,2012,1,NYN,NL,OF,124,101,2714,261,6,2,1,,,,,
torreca01,2012,1,COL,NL,P,31,0,159,1,9,1,0,,,,,
torreyo01,2012,1,TEX,AL,C,49,46,1208,377,18,2,1,4,,30,9,
torreyo01,2012,2,TOR,AL,1B,1,0,9,2,0,0,0,,,,,
torreyo01,2012,2,TOR,AL,C,9,7,185,52,3,0,1,0,,5,1,
torreyo01,2012,3,MIL,NL,C,2,0,17,3,0,0,0,0,,0,0,
tracych01,2012,1,WAS,NL,1B,14,6,199,64,4,1,6,,,,,
tracych01,2012,1,WAS,NL,3B,10,6,165,3,13,0,0,,,,,
treanma01,2012,1,LAN,NL,C,35,33,866,261,21,3,3,0,,18,6,
triunca01,2012,1,SEA,AL,2B,2,2,51,1,8,0,1,,,,,
triunca01,2012,1,SEA,AL,SS,7,3,120,11,15,1,5,,,,,
troutmi01,2012,1,LAA,AL,OF,139,138,3677,340,3,4,1,,,,,
trumbma01,2012,1,LAA,AL,1B,21,16,477,145,5,0,8,,,,,
trumbma01,2012,1,LAA,AL,3B,8,8,189,5,5,4,0,,,,,
trumbma01,2012,1,LAA,AL,OF,97,97,2283,144,4,3,0,,,,,
tulowtr01,2012,1,COL,NL,SS,47,47,1212,76,140,8,31,,,,,
turneja01,2012,1,DET,AL,P,3,3,37,1,0,0,0,,,,,
turneja01,2012,2,MIA,NL,P,7,7,128,1,10,0,0,,,,,
turneju01,2012,1,NYN,NL,1B,11,8,213,53,2,1,6,,,,,
turneju01,2012,1,NYN,NL,2B,14,10,273,29,26,1,7,,,,,
turneju01,2012,1,NYN,NL,3B,11,5,173,5,8,0,1,,,,,
turneju01,2012,1,NYN,NL,SS,10,8,199,9,20,0,5,,,,,
ueharko01,2012,1,TEX,AL,P,37,0,108,4,1,1,0,,,,,
ugglada01,2012,1,ATL,NL,2B,152,151,4045,258,471,12,103,,,,,
uptonbj01,2012,1,TBA,AL,OF,142,141,3764,290,10,3,4,,,,,
uptonju01,2012,1,ARI,NL,OF,149,148,3842,309,6,5,2,,,,,
uribeju01,2012,1,LAN,NL,3B,46,41,1071,21,84,4,7,,,,,
uribeju01,2012,1,LAN,NL,SS,1,1,27,2,2,1,1,,,,,
utleych01,2012,1,PHI,NL,2B,81,81,2161,156,209,7,32,,,,,
valbulu01,2012,1,CHN,NL,2B,5,2,50,2,4,0,1,,,,,
valbulu01,2012,1,CHN,NL,3B,82,72,1915,45,137,7,18,,,,,
valdejo01,2012,1,HOU,NL,P,12,0,36,0,1,0,0,,,,,
valdejo02,2012,1,NYN,NL,2B,16,5,192,19,19,0,9,,,,,
valdejo02,2012,1,NYN,NL,OF,39,26,737,60,1,0,0,,,,,
valdejo02,2012,1,NYN,NL,SS,4,1,56,3,5,3,2,,,,,
valdelu01,2012,1,CLE,AL,P,18,0,77,0,1,0,0,,,,,
valdelu01,2012,2,CHN,NL,P,12,0,44,0,0,0,0,,,,,
valdera02,2012,1,PHI,NL,P,27,1,93,1,1,0,0,,,,,
valdewi01,2012,1,CIN,NL,2B,22,8,297,14,27,1,3,,,,,
valdewi01,2012,1,CIN,NL,3B,14,5,173,5,13,2,1,,,,,
valdewi01,2012,1,CIN,NL,OF,5,4,105,6,0,0,0,,,,,
valdewi01,2012,1,CIN,NL,SS,33,27,730,47,54,1,15,,,,,
valenda01,2012,1,MIN,AL,3B,34,33,873,21,73,4,9,,,,,
valenda01,2012,2,BOS,AL,3B,10,7,198,5,10,0,0,,,,,
valvejo01,2012,1,DET,AL,P,71,0,207,4,0,1,0,,,,,
vanderi01,2012,1,PIT,NL,P,4,0,8,0,0,0,0,,,,,
vanslsc01,2012,1,LAN,NL,1B,5,5,102,23,4,0,2,,,,,
vanslsc01,2012,1,LAN,NL,OF,21,8,275,22,1,0,1,,,,,
vargaja01,2012,1,SEA,AL,P,33,33,652,7,28,2,0,,,,,
varvaan01,2012,1,ATL,NL,P,12,0,50,0,1,0,0,,,,,
vasques01,2012,1,MIN,AL,P,6,6,95,0,6,0,0,,,,,
vealdo01,2012,1,CHA,AL,P,24,0,39,0,1,1,0,,,,,
velazgi01,2012,1,MIA,NL,3B,17,15,404,16,31,2,3,,,,,
venabwi01,2012,1,SDN,NL,OF,135,103,2795,209,1,7,0,,,,,
ventejo01,2012,1,ATL,NL,P,66,0,176,1,9,2,0,,,,,
verasjo01,2012,1,MIL,NL,P,72,0,201,2,6,0,0,,,,,
verdury01,2012,1,KCA,AL,P,1,1,5,0,0,0,0,,,,,
verlaju01,2012,1,DET,AL,P,33,33,715,25,24,4,3,,,,,
vicieda01,2012,1,CHA,AL,OF,131,129,3279,233,13,2,0,,,,,
victosh01,2012,1,PHI,NL,OF,101,99,2651,232,7,1,3,,,,,
victosh01,2012,2,LAN,NL,OF,53,52,1403,110,2,1,1,,,,,
villabr02,2012,1,DET,AL,P,50,0,164,1,4,2,1,,,,,
